,freq,L
0,297997069000.0,0.05477239078926583
1,302882267000.0,0.05232821964980475
2,307767465000.0,0.049136209635443136
3,312652662000.0,0.04492099548008363
4,317537860000.0,0.039756437079498684
5,322423058000.0,0.03399320200137741
6,327308256000.0,0.028114866997520273
7,332193454000.0,0.022576016163889774
8,337078652000.0,0.018054648377294983
9,341963850000.0,0.0142313638516228
10,346849047000.0,0.011018604818642754
11,351734245000.0,0.008377025163929096
12,356619443000.0,0.006244764837064659
13,361504641000.0,0.004559230051320858
14,366389839000.0,0.0032685104139347563
15,371275037000.0,0.002333047817467849
16,376160234000.0,0.0017208790114580192
17,381045432000.0,0.0014006908857453965
18,385930630000.0,0.001336173067257797
19,390815828000.0,0.001483694273146664
20,395701026000.0,0.0017939202320742492
21,400586224000.0,0.0022165473486356908
22,405471422000.0,0.002706242348768542
23,410356619000.0,0.003227497008222064
24,415241817000.0,0.003756900372034899
25,420127015000.0,0.004282612733200191
26,425012213000.0,0.004802065217170747
27,429897411000.0,0.005319202259173324
28,434782609000.0,0.005842190900170014
29,439667807000.0,0.006382160255217548
30,444553004000.0,0.006952940888412734
31,449438202000.0,0.007570981159942751
32,454323400000.0,0.008253411698181699
33,459208598000.0,0.009012174780205195
34,464093796000.0,0.009844763024274186
35,468978994000.0,0.010726486758217055
36,473864191000.0,0.011611049091346576
37,478749389000.0,0.012441735129651575
38,483634587000.0,0.013167878515206179
39,488519785000.0,0.013757756500216151
40,493404983000.0,0.01420259430687207
41,498290181000.0,0.014512311646327263
42,503175379000.0,0.014707028875563279
43,508060576000.0,0.014808462670183657
44,512945774000.0,0.014833915734851343
45,517830972000.0,0.01479403560827955
46,522716170000.0,0.014694070282316278
47,527601368000.0,0.014537122566211369
48,532486566000.0,0.014327381854959988
49,537371764000.0,0.014071832586953447
50,542256961000.0,0.013780024568529316
51,547142159000.0,0.013462343470001775
52,552027357000.0,0.013127498090906447
53,556912555000.0,0.012779909938758504
54,561797753000.0,0.012417835796189132
55,566682951000.0,0.012033159944685557
56,571568149000.0,0.011613650682906563
57,576453346000.0,0.01114712474688183
58,581338544000.0,0.010625456094647375
59,586223742000.0,0.01004620229860096
60,591108940000.0,0.00941145463920692
61,595994138000.0,0.008725791457691413
62,600879336000.0,0.00799550099457507
63,605764533000.0,0.0072297866831913865
64,610649731000.0,0.006442846701124516
65,615534929000.0,0.005655013413431779
66,620420127000.0,0.004891418604384209
67,625305325000.0,0.00417773713877081
68,630190523000.0,0.0035344624199059914
69,635075721000.0,0.002972528076105322
70,639960918000.0,0.002492507082236159
71,644846116000.0,0.0020873892851130935
72,649731314000.0,0.0017469678889077064
73,654616512000.0,0.0014616707859622256
74,659501710000.0,0.0012246935452265707
75,664386908000.0,0.0010323014928558887
76,669272106000.0,0.0008828684644022092
77,674157303000.0,0.0007753279303249621
78,679042501000.0,0.0007076920915251297
79,683927699000.0,0.0006761664094055796
80,688812897000.0,0.0006752299758648482
81,693698095000.0,0.000698689373805096
82,698583293000.0,0.0007412495321232032
83,703468490000.0,0.0007998534849947737
