,freq,retardance
0,297997069000.0,2.160550080275213
1,302882267000.0,2.165609843471681
2,307767465000.0,2.1729922999431386
3,312652662000.0,2.183385437534322
4,317537860000.0,2.1969357329417507
5,322423058000.0,2.2133018980030124
6,327308256000.0,2.231828672415468
7,332193454000.0,2.2517192955604592
8,337078652000.0,2.2698441891279573
9,341963850000.0,2.2877043424707977
10,346849047000.0,2.3054852444274276
11,351734245000.0,2.323016335899849
12,356619443000.0,2.3402848732008055
13,361504641000.0,2.3573538195113355
14,366389839000.0,2.3742770051748545
15,371275037000.0,2.391042422117562
16,376160234000.0,2.407556118135886
17,381045432000.0,2.423658043923173
18,385930630000.0,2.4391524781703167
19,390815828000.0,2.453841292001935
20,395701026000.0,2.467555680798649
21,400586224000.0,2.480183745680431
22,405471422000.0,2.4916916150683335
23,410356619000.0,2.5021304620996245
24,415241817000.0,2.511625654913626
25,420127015000.0,2.5203478841852864
26,425012213000.0,2.5284762191483496
27,429897411000.0,2.5361668076373505
28,434782609000.0,2.543538321909694
29,439667807000.0,2.5506797343007133
30,444553004000.0,2.557676108088254
31,449438202000.0,2.564640804764341
32,454323400000.0,2.5717342186198437
33,459208598000.0,2.5791492106498968
34,464093796000.0,2.587059653950597
35,468978994000.0,2.595555658311313
36,473864191000.0,2.6046052966808855
37,478749389000.0,2.6140662060771285
38,483634587000.0,2.623736193880175
39,488519785000.0,2.633411054417185
40,493404983000.0,2.6429257708987373
41,498290181000.0,2.652173672203858
42,503175379000.0,2.6611080872858026
43,508060576000.0,2.6697319408776794
44,512945774000.0,2.6780779483269845
45,517830972000.0,2.6861849296237224
46,522716170000.0,2.694077469719434
47,527601368000.0,2.7017586217998266
48,532486566000.0,2.7092175231493183
49,537371764000.0,2.716447458580923
50,542256961000.0,2.7234664118073746
51,547142159000.0,2.730333183392609
52,552027357000.0,2.7371543780877383
53,556912555000.0,2.744078989622632
54,561797753000.0,2.7512769855141586
55,566682951000.0,2.7589031773169097
56,571568149000.0,2.7670546727180936
57,576453346000.0,2.775742803802582
58,581338544000.0,2.78489879715268
59,586223742000.0,2.794414094647013
60,591108940000.0,2.8041943075023203
61,595994138000.0,2.8141971494085345
62,600879336000.0,2.824436241012451
63,605764533000.0,2.8349503672278225
64,610649731000.0,2.8457537722828885
65,615534929000.0,2.8567894554401647
66,620420127000.0,2.8679068199319664
67,625305325000.0,2.8788778307246887
68,630190523000.0,2.889448751710064
69,635075721000.0,2.899406387731928
70,639960918000.0,2.908630769900444
71,644846116000.0,2.917115297871557
72,649731314000.0,2.924953892044307
73,654616512000.0,2.932306512991266
74,659501710000.0,2.9393554220630502
75,664386908000.0,2.9462639861720246
76,669272106000.0,2.9531438366428073
77,674157303000.0,2.9600369469432497
78,679042501000.0,2.9669169508491744
79,683927699000.0,2.9737128347950827
80,688812897000.0,2.980349934479307
81,693698095000.0,2.9867950098766722
82,698583293000.0,2.9930875358969717
83,703468490000.0,2.9993441738637197
84,708353688000.0,3.0057316921425747
85,713238886000.0,3.012417793418796
86,718124084000.0,3.0195139845498593
87,723009282000.0,3.0270326568721626
88,727894480000.0,3.0348754088176912
89,732779678000.0,3.042861546033248
90,737664875000.0,3.0507855430033453
91,742550073000.0,3.0584788626960817
92,747435271000.0,3.0658512510969302
93,752320469000.0,3.0729008654202463
94,757205667000.0,3.079697904369173
95,762090865000.0,3.0863530778114985
96,766976063000.0,3.092982415853227
97,771861260000.0,3.099675660640029
98,776746458000.0,3.1064746729450015
99,781631656000.0,3.1133667628222375
100,786516854000.0,3.1202980122729826
101,791402052000.0,3.1272016185473768
102,796287250000.0,3.1340294436874157
103,801172447000.0,3.140773814601415
104,806057645000.0,3.1474730584884774
105,810942843000.0,3.1542025503220987
106,815828041000.0,3.161057239765126
107,820713239000.0,3.1681286789257253
108,825598437000.0,3.1754817706414173
109,830483635000.0,3.1831345578349235
110,835368832000.0,3.1910496595491646
111,840254030000.0,3.199143220028551
112,845139228000.0,3.2073073608764355
113,850024426000.0,3.215435790210941
114,854909624000.0,3.223442468995093
115,859794822000.0,3.231269862007269
116,864680020000.0,3.238889237240533
117,869565217000.0,3.246297292508909
118,874450415000.0,3.253508769343206
119,879335613000.0,3.260548193201455
120,884220811000.0,3.2674419675891087
121,889106009000.0,3.2742143312448175
122,893991207000.0,3.2808867016294885
123,898876404000.0,3.28747825512311
124,903761602000.0,3.2940049517259737
125,908646800000.0,3.30047811980179
126,913531998000.0,3.3069042851505164
127,918417196000.0,3.313287800166283
128,923302394000.0,3.3196352360088994
129,928187592000.0,3.325959398018923
130,933072789000.0,3.3322811983962786
131,937957987000.0,3.338629481502616
132,942843185000.0,3.345038054668847
133,947728383000.0,3.351541049635139
134,952613581000.0,3.3581646603397814
135,957498779000.0,3.364918367986497
136,962383977000.0,3.371787987900956
137,967269174000.0,3.378734210662649
138,972154372000.0,3.3856968459166144
139,977039570000.0,3.3926031728877564
140,981924768000.0,3.3993789395259673
141,986809966000.0,3.405959638717643
142,991695164000.0,3.4123033415826227
143,996580362000.0,3.4184021301285483
144,1001465560000.0,3.424288716312873
145,1006350760000.0,3.430033193106185
146,1011235960000.0,3.4357293267650197
147,1016121150000.0,3.441472573374294
148,1021006350000.0,3.447337600596168
149,1025891550000.0,3.45335960535816
150,1030776750000.0,3.459525974215715
151,1035661940000.0,3.4657800048477476
152,1040547140000.0,3.4720373373409776
153,1045432340000.0,3.47821291963424
154,1050317540000.0,3.4842505343353465
155,1055202740000.0,3.4901468238007367
156,1060087930000.0,3.4959591886862023
157,1064973130000.0,3.501792806658713
158,1069858330000.0,3.507769807163668
159,1074743530000.0,3.513990754570297
160,1079628720000.0,3.5205018241745267
161,1084513920000.0,3.5272780918670055
162,1089399120000.0,3.5342298550269184
163,1094284320000.0,3.5412293606801772
164,1099169520000.0,3.5481530259603105
165,1104054710000.0,3.554925008831961
166,1108939910000.0,3.5615457290282317
