,freq,inhomogeneity
0,75000000000.0,-1.3702739291982079e-16
1,75025000000.0,6.860925860660341e-17
2,75050000000.0,2.060994499657359e-16
3,75075000000.0,1.375706188848035e-16
4,75100000000.0,2.754627454345871e-16
5,75125000000.0,0.0
6,75150000000.0,1.3802188705157372e-16
7,75175000000.0,0.0
8,75200000000.0,0.0
9,75225000000.0,0.0
10,75250000000.0,1.3847805858687955e-16
11,75275000000.0,1.3856615453223551e-16
12,75300000000.0,1.386439778676302e-16
13,75325000000.0,0.0
14,75350000000.0,0.0
15,75375000000.0,1.388167967023658e-16
16,75400000000.0,-6.94273048811902e-17
17,75425000000.0,1.3888278374013452e-16
18,75450000000.0,0.0
19,75475000000.0,1.3891095211320353e-16
20,75500000000.0,-1.3891135484992626e-16
21,75525000000.0,0.0
22,75550000000.0,1.3888592764953676e-16
23,75575000000.0,-1.3886058969443665e-16
24,75600000000.0,-1.388271834228624e-16
25,75625000000.0,2.775719665004032e-16
26,75650000000.0,1.3873727317809284e-16
27,75675000000.0,2.080220186728773e-16
28,75700000000.0,1.3861850121079708e-16
29,75725000000.0,0.0
30,75750000000.0,1.3847329295453942e-16
31,75775000000.0,1.3839155841791525e-16
32,75800000000.0,1.3830416305164877e-16
33,75825000000.0,0.0
34,75850000000.0,0.0
35,75875000000.0,0.0
36,75900000000.0,-1.3790445741248667e-16
37,75925000000.0,1.3779362709475525e-16
38,75950000000.0,1.3767908376870448e-16
39,75975000000.0,-6.878057417062581e-17
40,76000000000.0,0.0
41,76025000000.0,2.059745528513497e-16
42,76050000000.0,2.7438029560775326e-16
43,76075000000.0,0.0
44,76100000000.0,0.0
45,76125000000.0,0.0
46,76150000000.0,0.0
47,76175000000.0,1.3653273670026117e-16
48,76200000000.0,1.36397994825321e-16
49,76225000000.0,1.362628004161959e-16
50,76250000000.0,0.0
51,76275000000.0,0.0
52,76300000000.0,0.0
53,76325000000.0,1.3572249461873897e-16
54,76350000000.0,1.3558871038085077e-16
55,76375000000.0,0.0
56,76400000000.0,2.7064842386314283e-16
57,76425000000.0,6.759694766121164e-17
58,76450000000.0,1.3506511675607186e-16
59,76475000000.0,0.0
60,76500000000.0,0.0
61,76525000000.0,-1.3468971871878618e-16
62,76550000000.0,0.0
63,76575000000.0,6.722505754611728e-17
64,76600000000.0,1.3433392756543676e-16
65,76625000000.0,1.342203131356809e-16
66,76650000000.0,1.341093833023027e-16
67,76675000000.0,0.0
68,76700000000.0,0.0
69,76725000000.0,6.689684254270729e-17
70,76750000000.0,0.0
71,76775000000.0,0.0
72,76800000000.0,1.3350533202797675e-16
73,76825000000.0,0.0
74,76850000000.0,1.3332912650675122e-16
75,76875000000.0,2.985591655757815e-07
76,76900000000.0,1.396196777170219e-06
77,76925000000.0,3.334117983643566e-06
78,76950000000.0,6.143853654130749e-06
79,76975000000.0,9.853182170974396e-06
80,77000000000.0,1.4485849762734382e-05
81,77025000000.0,2.0061318565430227e-05
82,77050000000.0,2.659454441368745e-05
83,77075000000.0,3.409578841110863e-05
84,77100000000.0,4.257046282404572e-05
85,77125000000.0,5.201901460743513e-05
86,77150000000.0,6.243684730131719e-05
87,77175000000.0,7.381428315222664e-05
88,77200000000.0,8.613656517183135e-05
89,77225000000.0,9.938389997487988e-05
90,77250000000.0,0.00011353154241947481
91,77275000000.0,0.00012854991870001587
92,77300000000.0,0.00014440479027087483
93,77325000000.0,0.0001610574540171004
94,77350000000.0,0.00017846498011204106
95,77375000000.0,0.00019658048179396623
96,77400000000.0,0.00021535341843455672
97,77425000000.0,0.00023472992531485112
98,77450000000.0,0.0002546531705655562
99,77475000000.0,0.00027506373280756607
100,77500000000.0,0.00029589999758828175
101,77525000000.0,0.0003170985690967426
102,77550000000.0,0.0003385946926687425
103,77575000000.0,0.00036032268436437696
104,77600000000.0,0.0003822163625668124
105,77625000000.0,0.0004042094819018029
106,77650000000.0,0.00042623615974805824
107,77675000000.0,0.00044823129486478726
108,77700000000.0,0.0004701309761886068
109,77725000000.0,0.0004918728748032061
110,77750000000.0,0.0005133966177997637
111,77775000000.0,0.0005346441423242913
112,77800000000.0,0.0005555600239334624
113,77825000000.0,0.0005760917807608415
114,77850000000.0,0.0005961901485527446
115,77875000000.0,0.000615809326780109
116,77900000000.0,0.0006349071946249687
117,77925000000.0,0.0006534454912168156
118,77950000000.0,0.0006713899701692351
119,77975000000.0,0.000688710515348556
120,78000000000.0,0.0007053812267567521
121,78025000000.0,0.0007213804750869424
122,78050000000.0,0.0007366909216288253
123,78075000000.0,0.0007512995128554034
124,78100000000.0,0.0007651974382208381
125,78125000000.0,0.0007783800691852361
126,78150000000.0,0.0007908468648756581
127,78175000000.0,0.0008026012570293892
128,78200000000.0,0.0008136505122616396
129,78225000000.0,0.0008240055742039093
130,78250000000.0,0.0008336808877926186
131,78275000000.0,0.0008426942079154922
132,78300000000.0,0.0008510663954280252
133,78325000000.0,0.0008588212017036182
134,78350000000.0,0.0008659850469052981
135,78375000000.0,0.0008725867868919463
136,78400000000.0,0.0008786574826345962
