,freq,L
0,503175379000.0,0.0012094316062771784
1,508060576000.0,0.0008610195445881466
2,512945774000.0,0.0005935833777142842
3,517830972000.0,0.00039180921632967267
4,522716170000.0,0.00024367591926204385
5,527601368000.0,0.00013956059617214572
6,532486566000.0,7.128150395483118e-05
7,537371764000.0,3.15819604848676e-05
8,542256961000.0,1.4108281418643805e-05
9,547142159000.0,1.3658022664993973e-05
10,552027357000.0,2.6454902425492512e-05
11,556912555000.0,5.028793741595633e-05
12,561797753000.0,8.437623702472926e-05
13,566682951000.0,0.00012881183396625125
14,571568149000.0,0.0001835617404312192
15,576453346000.0,0.0002473996592750735
16,581338544000.0,0.00031742642580980223
17,586223742000.0,0.0003895359320868302
18,591108940000.0,0.00045945769502709504
19,595994138000.0,0.0005236192385084549
20,600879336000.0,0.0005793873449076985
21,605764533000.0,0.0006248117575862088
22,610649731000.0,0.0006583170587153216
23,615534929000.0,0.0006787180834065072
24,620420127000.0,0.0006856154176998969
25,625305325000.0,0.0006798638562150581
26,630190523000.0,0.0006636641655017988
27,635075721000.0,0.000640084988954252
28,639960918000.0,0.0006122590395736614
29,644846116000.0,0.0005826925721770613
30,649731314000.0,0.0005529501426996084
31,654616512000.0,0.0005236960408652953
32,659501710000.0,0.0004949432649201905
33,664386908000.0,0.00046636729665207744
34,669272106000.0,0.0004376107639865579
35,674157303000.0,0.00040852276087558837
36,679042501000.0,0.0003792797457815608
37,683927699000.0,0.0003503413438122647
38,688812897000.0,0.0003222608570066774
39,693698095000.0,0.00029544473290872943
40,698583293000.0,0.00026998551665745275
41,703468490000.0,0.00024564856376744267
42,708353688000.0,0.00022202650522787267
43,713238886000.0,0.0001987955162720727
44,718124084000.0,0.00017597235254287932
45,723009282000.0,0.0001540336819660848
46,727894480000.0,0.00013381150163708767
47,732779678000.0,0.00011619234631452888
48,737664875000.0,0.00010178899530723448
49,742550073000.0,9.076521387420464e-05
50,747435271000.0,8.287130861172533e-05
51,752320469000.0,7.761247316828402e-05
52,757205667000.0,7.443755225006875e-05
53,762090865000.0,7.288112340950027e-05
54,766976063000.0,7.263912151532522e-05
55,771861260000.0,7.357732101438839e-05
56,776746458000.0,7.567691553046749e-05
57,781631656000.0,7.893820290751361e-05
58,786516854000.0,8.328839258799498e-05
59,791402052000.0,8.854241481192116e-05
60,796287250000.0,9.44313727331689e-05
61,801172447000.0,0.0001006713000169257
62,806057645000.0,0.00010703116681037449
63,810942843000.0,0.00011337479269118526
64,815828041000.0,0.00011967027750068191
65,820713239000.0,0.00012596507073465635
66,825598437000.0,0.00013233073774823027
67,830483635000.0,0.00013879066646112537
68,835368832000.0,0.00014526393091355118
69,840254030000.0,0.0001515577026326628
70,845139228000.0,0.00015741163850457936
71,850024426000.0,0.00016256748885716855
72,854909624000.0,0.00016683029167980615
73,859794822000.0,0.00017010261099894064
74,864680020000.0,0.00017238911576413036
75,869565217000.0,0.0001737759245809421
76,874450415000.0,0.00017439202585396393
77,879335613000.0,0.0001743637973061999
78,884220811000.0,0.0001737741481428587
79,889106009000.0,0.0001726365714676928
80,893991207000.0,0.00017089249328008154
81,898876404000.0,0.0001684364388399755
82,903761602000.0,0.0001651652384941431
83,908646800000.0,0.0001610345648701772
84,913531998000.0,0.0001560994519393281
85,918417196000.0,0.0001505200726600321
86,923302394000.0,0.0001445297386452056
87,928187592000.0,0.0001383778834049484
88,933072789000.0,0.00013226870130891337
89,937957987000.0,0.00012631402363300778
90,942843185000.0,0.00012051522524253192
91,947728383000.0,0.00011478144305753666
92,952613581000.0,0.00010898661743321399
93,957498779000.0,0.00010304937598814707
94,962383977000.0,9.70059699852023e-05
95,967269174000.0,9.104055587075526e-05
96,972154372000.0,8.545475587193413e-05
97,977039570000.0,8.058660015385216e-05
98,981924768000.0,7.67106582986117e-05
99,986809966000.0,7.395661385473997e-05
100,991695164000.0,7.227098640280716e-05
101,996580362000.0,7.143528246472764e-05
102,1001465560000.0,7.113715568259169e-05
103,1006350760000.0,7.107345195366957e-05
104,1011235960000.0,7.104690968392396e-05
105,1016121150000.0,7.10183199715257e-05
106,1021006350000.0,7.109485659433302e-05
107,1025891550000.0,7.146527409647477e-05
108,1030776750000.0,7.231138884313917e-05
109,1035661940000.0,7.37294894088351e-05
110,1040547140000.0,7.568663625660427e-05
111,1045432340000.0,7.802468052944505e-05
112,1050317540000.0,8.05114452636606e-05
113,1055202740000.0,8.292414180646382e-05
114,1060087930000.0,8.513533885660071e-05
115,1064973130000.0,8.716473292280377e-05
116,1069858330000.0,8.917033036268763e-05
117,1074743530000.0,9.138013935091774e-05
118,1079628720000.0,9.399453311897255e-05
119,1084513920000.0,9.710129377539387e-05
120,1089399120000.0,0.00010063672415676074
121,1094284320000.0,0.00010440388480146553
