,freq,bf
0,75028571429.0,0.12023356861735368
1,75057142857.0,0.1202452938743801
2,75085714286.0,0.12025660949514916
3,75114285714.0,0.12026750852592194
4,75142857143.0,0.12027798482292296
5,75171428571.0,0.1202880327373308
6,75200000000.0,0.12029766537955555
7,75228571429.0,0.12030684368109301
8,75257142857.0,0.12031558076059312
9,75285714286.0,0.12032385177220473
10,75314285714.0,0.12033169669049748
11,75342857143.0,0.12033909318685354
12,75371428571.0,0.12034603988933812
13,75400000000.0,0.1203523642909905
14,75428571429.0,0.12035840307490187
15,75457142857.0,0.12036399168632994
16,75485714286.0,0.12036932335923956
17,75514285714.0,0.12037402134929498
18,75542857143.0,0.12037827305096305
19,75571428571.0,0.12038208069536438
20,75600000000.0,0.1203854469340675
21,75628571429.0,0.1203883747391794
22,75657142857.0,0.1203908675390919
23,75685714286.0,0.12039264677613692
24,75714285714.0,0.12039427457691754
25,75742857143.0,0.12039547974649101
26,75771428571.0,0.12039626689745409
27,75800000000.0,0.12039694782435273
28,75828571429.0,0.12039691950589737
29,75857142857.0,0.12039648843755635
30,75885714286.0,0.1203956600206828
31,75914285714.0,0.12039444011738776
32,75942857143.0,0.12039283456231287
33,75971428571.0,0.12039084942738043
34,76000000000.0,0.12038849076373892
35,76028571429.0,0.12038576495442732
36,76057142857.0,0.12038267835827465
37,76085714286.0,0.12037923728118316
38,76114285714.0,0.12037544833516
39,76142857143.0,0.12037131794361722
40,76171428571.0,0.12036685270039782
41,76200000000.0,0.12036205915958509
42,76228571429.0,0.12035694388101859
43,76257142857.0,0.12035151345614792
44,76285714286.0,0.12034577438187477
45,76314285714.0,0.12033973315764035
46,76342857143.0,0.12033339626954942
47,76371428571.0,0.12032677007053239
48,76400000000.0,0.12031986097463121
49,76428571429.0,0.12031267520113165
50,76457142857.0,0.1203052189529179
51,76485714286.0,0.12029749829340797
52,76514285714.0,0.12028951934740872
53,76542857143.0,0.12028128794782345
54,76571428571.0,0.12027280993424383
55,76600000000.0,0.12026409100024638
56,76628571429.0,0.12025513673895438
57,76657142857.0,0.12024595264305016
58,76685714286.0,0.12023654407253348
59,76714285714.0,0.12022691624791748
60,76742857143.0,0.12021707426687178
61,76771428571.0,0.12020702316547904
62,76800000000.0,0.12019676774349763
63,76828571429.0,0.120186312820181
64,76857142857.0,0.12017566290401849
65,76885714286.0,0.12016482253283556
66,76914285714.0,0.12015379607601351
67,76942857143.0,0.12014258778678433
68,76971428571.0,0.12013120171750002
69,77000000000.0,0.12011964195007674
70,77028571429.0,0.12010791229789253
71,77057142857.0,0.12009601659382119
72,77085714286.0,0.12008395848669684
73,77114285714.0,0.12007141324296211
74,77142857143.0,0.12005904456437344
75,77171428571.0,0.1200465241963895
76,77200000000.0,0.12003385532399502
77,77228571429.0,0.12002135363457578
78,77257142857.0,0.12000839294732946
79,77285714286.0,0.11999529597901315
80,77314285714.0,0.11998205922382121
81,77342857143.0,0.11996868929916849
82,77371428571.0,0.1199551878948577
83,77400000000.0,0.11994156078764417
84,77428571429.0,0.1199278091585898
85,77457142857.0,0.11991393571761444
86,77485714286.0,0.1198999434220569
87,77514285714.0,0.1198858350127141
88,77542857143.0,0.11987161328327112
89,77571428571.0,0.11985728102815885
90,77600000000.0,0.11984284116918653
91,77628571429.0,0.11982829644108772
92,77657142857.0,0.11981365887769657
93,77685714286.0,0.11979890413179617
94,77714285714.0,0.11978406240415707
95,77742857143.0,0.11976914448714937
96,77771428571.0,0.11975410268908426
97,77800000000.0,0.11973899083028616
98,77828571429.0,0.11972379518236398
99,77857142857.0,0.1197085190065783
100,77885714286.0,0.11969316555890197
101,77914285714.0,0.11967773818697003
102,77942857143.0,0.11966224033676642
103,77971428571.0,0.11964672659785247
104,78000000000.0,0.11963104734967711
105,78028571429.0,0.11961535941118795
106,78057142857.0,0.11959961548805942
107,78085714286.0,0.11958381947200292
108,78114285714.0,0.11956797518422868
109,78142857143.0,0.11955208664463246
110,78171428571.0,0.11953615787397776
111,78200000000.0,0.11952019302042571
112,78228571429.0,0.11950419625867537
113,78257142857.0,0.11948817188430061
114,78285714286.0,0.11947212419698316
115,78314285714.0,0.11945605756506938
116,78342857143.0,0.11943997654575322
117,78371428571.0,0.11942388550232463
118,78400000000.0,0.11940778906145288
119,78428571429.0,0.11939169173368946
120,78457142857.0,0.11937559824077248
121,78485714286.0,0.11935951315935345
122,78514285714.0,0.11934344120264617
123,78542857143.0,0.11932738708454305
124,78571428571.0,0.11931135542523119
125,78600000000.0,0.11929535100118027
126,78628571429.0,0.11927937845957204
127,78657142857.0,0.11926344050797444
128,78685714286.0,0.11924754642800761
129,78714285714.0,0.11923169823607394
130,78742857143.0,0.11921590059542209
131,78771428571.0,0.11920015804320916
132,78800000000.0,0.11918447522367281
133,78828571429.0,0.119168856551364
134,78857142857.0,0.11915330651210243
135,78885714286.0,0.11913782950930729
136,78914285714.0,0.11912242993152655
137,78942857143.0,0.11910711204384183
138,78971428571.0,0.11909187999511439
139,79000000000.0,0.11907673789557038
140,79028571429.0,0.11906168734760514
141,79057142857.0,0.11904673691116208
142,79085714286.0,0.11903188659661179
143,79114285714.0,0.11901714309451905
144,79142857143.0,0.11900250857767336
145,79171428571.0,0.11898799092368018
146,79200000000.0,0.11897358472460962
147,79228571429.0,0.11895929758240253
148,79257142857.0,0.11894513259484807
149,79285714286.0,0.11893109279532887
150,79314285714.0,0.11891718101968118
151,79342857143.0,0.11890338752316865
152,79371428571.0,0.11888974005303177
153,79400000000.0,0.11887622855393332
154,79428571429.0,0.11886286759070797
155,79457142857.0,0.11884963477805832
156,79485714286.0,0.11883654455386417
157,79514285714.0,0.11882359894898831
158,79542857143.0,0.11881079969979158
159,79571428571.0,0.11879814857856075
160,79600000000.0,0.11878562454117558
161,79628571429.0,0.11877327424834139
162,79657142857.0,0.11876107637085154
163,79685714286.0,0.11874942012051592
164,79714285714.0,0.1187375283162122
165,79742857143.0,0.11872579199471556
166,79771428571.0,0.11871423445335649
167,79800000000.0,0.11870281149185469
168,79828571429.0,0.11869154619173639
169,79857142857.0,0.11868043907308268
170,79885714286.0,0.11866912330330726
171,79914285714.0,0.11865833740542153
172,79942857143.0,0.1186477108080135
173,79971428571.0,0.11863724362920625
174,80000000000.0,0.11862693596830232
175,80028571429.0,0.11861678776263052
176,80057142857.0,0.11860679885301839
177,80085714286.0,0.11859696911923967
178,80114285714.0,0.11858729832819637
179,80142857143.0,0.11857778611105907
180,80171428571.0,0.11856843212504153
181,80200000000.0,0.11855923600193674
182,80228571429.0,0.11855019726033578
183,80257142857.0,0.11854131541920121
184,80285714286.0,0.11853258996531912
185,80314285714.0,0.11852402034024512
186,80342857143.0,0.1185156059568262
187,80371428571.0,0.11850734626036985
188,80400000000.0,0.1184992406574541
189,80428571429.0,0.11849128847717116
190,80457142857.0,0.11848348919772
191,80485714286.0,0.11847584218076701
192,80514285714.0,0.11846834682380747
193,80542857143.0,0.11846100255663661
194,80571428571.0,0.11845380879941181
195,80600000000.0,0.11844676501124729
196,80628571429.0,0.11843987064143291
197,80657142857.0,0.11843312524282634
198,80685714286.0,0.118426528368339
199,80714285714.0,0.1184200795510999
200,80742857143.0,0.11841377840539646
201,80771428571.0,0.11840762455792908
202,80800000000.0,0.118401617791001
203,80828571429.0,0.11839574403181152
204,80857142857.0,0.11839003087033029
205,80885714286.0,0.11838446405764746
206,80914285714.0,0.11837904351049566
207,80942857143.0,0.11837376902873387
208,80971428571.0,0.11836862427344674
209,81000000000.0,0.11836364218429773
210,81028571429.0,0.1183588063206713
211,81057142857.0,0.11835411672666152
212,81085714286.0,0.11834959000451883
213,81114285714.0,0.11834519289987666
214,81142857143.0,0.11834094533062256
215,81171428571.0,0.11833684208590656
216,81200000000.0,0.11833288620483828
217,81228571429.0,0.11832907802648851
218,81257142857.0,0.11832541794748663
219,81285714286.0,0.11832191125820302
220,81314285714.0,0.1183185482229272
221,81342857143.0,0.11831533442871289
222,81371428571.0,0.11831238449120329
223,81400000000.0,0.11830946631836947
224,81428571429.0,0.11830670032320034
225,81457142857.0,0.1183040852882895
226,81485714286.0,0.11830151871127792
227,81514285714.0,0.11829920972437802
228,81542857143.0,0.11829705256317768
229,81571428571.0,0.11829504850444339
230,81600000000.0,0.11829319740518418
231,81628571429.0,0.11829149961972862
232,81657142857.0,0.11828995531091535
233,81685714286.0,0.11828856482242434
234,81714285714.0,0.11828732824940213
235,81742857143.0,0.11828624563605539
236,81771428571.0,0.11828537106968473
237,81800000000.0,0.11828459413899428
238,81828571429.0,0.1182839713931294
239,81857142857.0,0.11828350253147102
240,81885714286.0,0.11828318736935683
241,81914285714.0,0.11828302555635029
242,81942857143.0,0.1182830166767741
243,81971428571.0,0.11828316015575235
244,82000000000.0,0.11828341919791008
245,82028571429.0,0.1182838671914963
246,82057142857.0,0.11828446521254987
247,82085714286.0,0.11828521231793165
248,82114285714.0,0.11828610737636414
249,82142857143.0,0.11828714929516537
250,82171428571.0,0.11828833664788352
251,82200000000.0,0.11828966804998764
252,82228571429.0,0.11829113573509886
253,82257142857.0,0.1182927503814295
254,82285714286.0,0.11829450399763797
255,82314285714.0,0.11829639472257547
256,82342857143.0,0.11829842052994533
257,82371428571.0,0.1183005791600662
258,82400000000.0,0.11830287469518508
259,82428571429.0,0.1183052920628731
260,82457142857.0,0.1183078350980018
261,82485714286.0,0.11831050116552433
262,82514285714.0,0.11831328744911351
263,82542857143.0,0.11831619122002324
264,82571428571.0,0.11831920945164764
265,82600000000.0,0.11832233916612278
266,82628571429.0,0.11832557728211124
267,82657142857.0,0.11832892046267607
268,82685714286.0,0.11833236550064297
269,82714285714.0,0.11833590899787305
270,82742857143.0,0.11833954750152387
271,82771428571.0,0.11834327752004747
272,82800000000.0,0.11834709554606238
273,82828571429.0,0.11835099795573867
274,82857142857.0,0.11835498110294607
275,82885714286.0,0.11835904127380337
276,82914285714.0,0.11836317483886849
277,82942857143.0,0.11836737802658237
278,82971428571.0,0.11837164703322145
279,83000000000.0,0.11837597821728463
280,83028571429.0,0.1183803677174109
281,83057142857.0,0.1183848117890336
282,83085714286.0,0.1183893068109374
283,83114285714.0,0.11839384894531668
284,83142857143.0,0.11839843457795607
285,83171428571.0,0.11840306003348622
286,83200000000.0,0.11840772160119784
287,83228571429.0,0.11841241576162265
288,83257142857.0,0.1184171390020472
289,83285714286.0,0.11842188781655749
290,83314285714.0,0.11842665880338044
291,83342857143.0,0.11843144869206124
292,83371428571.0,0.11843625404424873
293,83400000000.0,0.1184410711045667
294,83428571429.0,0.11844589764757996
295,83457142857.0,0.11845073021827002
296,83485714286.0,0.11845556578231098
297,83514285714.0,0.11846038879486409
298,83542857143.0,0.11846522159719397
299,83571428571.0,0.11847004898560076
300,83600000000.0,0.1184748681952994
301,83628571429.0,0.1184796767270806
302,83657142857.0,0.11848447211414959
303,83685714286.0,0.1184892518931171
304,83714285714.0,0.11849401386281522
305,83742857143.0,0.11849875578333458
306,83771428571.0,0.1185034754925649
307,83800000000.0,0.11850818418935805
308,83828571429.0,0.11851285360101294
309,83857142857.0,0.11851749412854051
310,83885714286.0,0.11852210659928741
311,83914285714.0,0.11852668665995458
312,83942857143.0,0.11853123369110863
313,83971428571.0,0.11853574590020743
314,84000000000.0,0.11854022280441567
315,84028571429.0,0.11854466253321916
316,84057142857.0,0.11854906377276708
317,84085714286.0,0.11855342540026736
318,84114285714.0,0.11855774628644111
319,84142857143.0,0.11856202548650896
320,84171428571.0,0.11856626194573372
321,84200000000.0,0.11857045483273798
322,84228571429.0,0.11857460338404024
323,84257142857.0,0.11857870672622672
324,84285714286.0,0.1185827642480517
325,84314285714.0,0.11858677529618711
326,84342857143.0,0.11859073557552136
327,84371428571.0,0.11859465203129727
328,84400000000.0,0.1185985204646085
329,84428571429.0,0.11860234037087203
330,84457142857.0,0.11860611142009181
331,84485714286.0,0.11860983329542929
332,84514285714.0,0.1186135095624925
333,84542857143.0,0.11861713250366845
334,84571428571.0,0.11862070549091897
335,84600000000.0,0.11862422834963726
336,84628571429.0,0.11862770372169762
337,84657142857.0,0.11863112566877354
338,84685714286.0,0.11863449706022156
339,84714285714.0,0.11863781680705077
340,84742857143.0,0.11864108691164743
341,84771428571.0,0.1186443062148026
342,84800000000.0,0.11864747487195348
343,84828571429.0,0.11865059274085543
344,84857142857.0,0.11865365993152843
345,84885714286.0,0.11865669472249585
346,84914285714.0,0.11865966135406403
347,84942857143.0,0.11866257817327908
348,84971428571.0,0.11866544368547882
349,85000000000.0,0.11866825877588494
350,85028571429.0,0.11867102352820291
351,85057142857.0,0.1186737379806837
352,85085714286.0,0.11867640232993604
353,85114285714.0,0.11867901657103475
354,85142857143.0,0.11868158084027103
355,85171428571.0,0.11868409525339874
356,85200000000.0,0.11868655989719845
357,85228571429.0,0.1186889748939901
358,85257142857.0,0.1186913403628913
359,85285714286.0,0.11869365639397067
360,85314285714.0,0.11869592310966692
361,85342857143.0,0.1186981406001355
362,85371428571.0,0.11870030902340667
363,85400000000.0,0.11870239435992391
364,85428571429.0,0.11870446389235956
365,85457142857.0,0.1187064846355308
366,85485714286.0,0.11870845665295349
367,85514285714.0,0.11871038016684188
368,85542857143.0,0.1187122551727895
369,85571428571.0,0.1187140818791319
370,85600000000.0,0.11871586027108516
371,85628571429.0,0.11871759055375608
372,85657142857.0,0.11871927278683692
373,85685714286.0,0.11872090703326665
374,85714285714.0,0.11872249349832376
375,85742857143.0,0.11872403224504358
376,85771428571.0,0.11872552336877584
377,85800000000.0,0.11872696697148677
378,85828571429.0,0.11872836321970537
379,85857142857.0,0.1187297122121791
380,85885714286.0,0.11873101408321851
381,85914285714.0,0.11873226889280919
382,85942857143.0,0.11873347688525215
383,85971428571.0,0.11873463811728935
384,86000000000.0,0.11873575272010317
385,86028571429.0,0.11873682093806814
386,86057142857.0,0.11873784132761189
387,86085714286.0,0.1187388172918098
388,86114285714.0,0.11873974725869751
389,86142857143.0,0.11874063157562786
390,86171428571.0,0.11874147028910631
391,86200000000.0,0.11874226367537988
392,86228571429.0,0.11874301195876313
393,86257142857.0,0.118743715373399
394,86285714286.0,0.11874437410806427
395,86314285714.0,0.11874498907288866
396,86342857143.0,0.11874553113945141
397,86371428571.0,0.11874605739831967
398,86400000000.0,0.11874654010786867
399,86428571429.0,0.11874697958977753
400,86457142857.0,0.11874737613347297
401,86485714286.0,0.11874773009942197
402,86514285714.0,0.11874804184153631
403,86542857143.0,0.11874831168144895
404,86571428571.0,0.1187485400375754
405,86600000000.0,0.11874872726376107
406,86628571429.0,0.11874890810694794
407,86657142857.0,0.11874901379921088
408,86685714286.0,0.11874907960061298
409,86714285714.0,0.11874910603019817
410,86742857143.0,0.11874909338715423
411,86771428571.0,0.11874904221945703
412,86800000000.0,0.11874895296839649
413,86828571429.0,0.11874882610422821
414,86857142857.0,0.11874866216823965
415,86885714286.0,0.11874843188986661
416,86914285714.0,0.11874819575594286
417,86942857143.0,0.11874795930275206
418,86971428571.0,0.1187476520458004
419,87000000000.0,0.1187473102724832
420,87028571429.0,0.11874693442991102
421,87057142857.0,0.11874652522375118
422,87085714286.0,0.11874608306222001
423,87114285714.0,0.11874560849888893
424,87142857143.0,0.1187451020841328
425,87171428571.0,0.1187445643831242
426,87200000000.0,0.11874396581281532
427,87228571429.0,0.11874336757049364
428,87257142857.0,0.11874273953534109
429,87285714286.0,0.11874208228608585
430,87314285714.0,0.1187414314266435
431,87342857143.0,0.11874071674722875
432,87371428571.0,0.11873997421792115
433,87400000000.0,0.11873920429805684
434,87428571429.0,0.11873840740484476
435,87457142857.0,0.11873758395219247
436,87485714286.0,0.11873673419571373
437,87514285714.0,0.118735858731569
438,87542857143.0,0.11873495773358123
439,87571428571.0,0.11873403153817996
